coin_marketcap,coin_name,coin_position,coin_price,coin_supply,coin_volume,year
"$288,312","ECC
ECC",59,$0.000017,"16,797,096,592
*","$4,580",2014
"$285,436","PTC
Pesetacoin",60,$0.010968,"26,024,909",Low Vol,2014
"$271,065","UNC
UnionCoin",61,$0.032313,"8,388,608","$1,705",2014
"$267,685","CAIx
CAIx",62,$0.216089,"1,238,770
*","$7,274",2014
"$248,427","MONA
MonaCoin",63,$0.044110,"5,631,940",Low Vol,2014
"$233,757","NLG
Gulden",64,$0.001143,"204,472,992","$1,203",2014
"$229,258","GRCE
GreeceCoin",65,$0.013690,"16,746,718",Low Vol,2014
"$214,976","HUC
HunterCoin",66,$0.132012,"1,628,461","$1,512",2014
"$214,906","MRC
microCoin",67,$0.000009,"24,774,828,032
*","$1,194",2014
"$211,404","KARMA
Karmacoin",68,$0.000004,"49,053,142,451","$3,363",2014
"$208,827","COL
Colossuscoin",69,$6.7e-07,"312,889,442,304",Low Vol,2014
"$207,468","LGBT
RainbowCoin",70,$0.000208,"996,100,974",Low Vol,2014
"$196,056","EXC
Extremecoin",71,$0.056473,"3,471,665",Low Vol,2014
"$192,652","TIPS
FedoraCoin",72,$8.4e-07,"230,549,907,824","$2,262",2014
"$188,437","EMC2
Einsteinium",73,$0.002389,"78,883,103","$4,623",2014
"$187,731","MNC
Mincoin",74,$0.109060,"1,721,350",$632,2014
"$183,752","SRC
SecureCoin",75,$0.108571,"1,692,453","$1,886",2014
"$180,557","BQC
BBQCoin",76,$0.005131,"35,187,779",Low Vol,2014
"$179,526","BTB
BitBar",77,$16.65,"10,784",$538,2014
"$175,222","DMD
Diamond",78,$0.478756,"365,995","$6,177",2014
"$165,459","FAIR
FairCoin",79,$0.003308,"50,018,932
*","$6,540",2014
"$161,202","NOBL
NobleCoin",80,$0.000150,"1,076,491,442","$27,281",2014
"$160,285","SXC
Sexcoin",81,$0.002324,"68,976,562","$1,104",2014
"$154,274","TAG
TagCoin",82,$0.119657,"1,289,306","$1,451",2014
"$149,445","DGB
DigiByte",83,$0.000143,"1,047,494,361","$2,690",2014
"$141,332","MMC
Memorycoin",84,$0.020465,"6,906,102",Low Vol,2014
"$136,172","RED
RedCoin",85,$0.003130,"43,506,793",$828,2014
"$135,872","LEAF
LeafCoin",86,$0.000009,"15,053,564,353",$609,2014
"$129,784","MZC
MAZA",87,$0.000458,"283,095,857","$4,136",2014
"$127,751","NC2
Coin2",88,$0.002129,"60,000,000
*","$1,259",2014
"$125,160","TOP
TopCoin",89,$0.000011,"11,519,124,801",Low Vol,2014
"$124,965","PHS
Philosopher S...",90,$0.064747,"1,930,044
*","$1,069",2014
"$116,092","YAC
Yacoin",91,$0.005539,"20,960,358",$549,2014
"$115,565","RIC
Riecoin",92,$0.052502,"2,201,141",Low Vol,2014
"$113,977","CATC
CataloniaCoin",93,$0.014618,"7,796,906",Low Vol,2014
"$111,457","MEOW
Kittehcoin",94,$0.000011,"9,736,229,844",Low Vol,2014
"$110,968","HIRO
Hirocoin",95,$0.003761,"29,501,980","$9,156",2014
"$106,786","NRS
NoirShares",96,$0.060431,"1,767,053","$1,195",2014
"$104,423","SPA
SpainCoin",97,$0.003742,"27,908,947",Low Vol,2014
"$104,302","FST
Fastcoin",98,$0.001409,"74,047,928","$1,142",2014
"$102,894","ISR
Isracoin",99,$0.049817,"2,065,435","$3,273",2014
"$102,276","LOT
LottoCoin",100,$0.000009,"11,576,019,828","$3,556",2014
"$100,520","SAT
Saturncoin",101,$0.000015,"6,864,194,803","$2,046",2014
"$100,031","BTCS
Bitcoin Scrypt",102,$0.021038,"4,754,750",$696,2014
"$97,117","YC
YellowCoin",103,$0.003928,"24,725,047
*","$11,355",2014
"$94,665","EAC
EarthCoin",104,$0.000037,"2,590,456,158",$871,2014
"$85,290","MOON
Mooncoin",105,$9.6e-07,"88,872,637,388","$1,017",2014
"$84,073","SLR
SolarCoin",106,$0.005319,"15,805,381
*",Low Vol,2014
"$83,421","MRY
Murraycoin",107,$0.004165,"20,027,344",$587,2014
"$82,752","HVC
Heavycoin",108,$0.003695,"22,396,496","$2,483",2014
"$77,255","KDC
KlondikeCoin",109,$0.010553,"7,320,629","$1,445",2014
"$74,849","PND
Pandacoin",110,$0.000002,"30,259,859,692","$1,619",2014
"$73,791","PAWN
Pawncoin",111,$0.011071,"6,665,323","$45,013",2014
"$70,562","EXE
Execoin",112,$0.011142,"6,333,271",$690,2014
"$69,508","365
365Coin",113,$1992.94,34.876968,"$4,091",2014
"$67,802","FLO
FlorinCoin",114,$0.001586,"42,746,839",Low Vol,2014
"$67,679","CACH
CacheCoin",115,$0.241343,"280,427",Low Vol,2014
"$65,339","Q2C
QubitCoin",116,$0.000275,"237,983,520",Low Vol,2014
"$63,812","GRS
Groestlcoin",117,$0.002615,"24,402,453","$4,600",2014
"$61,960","DEM
Deutsche eMark",118,$0.008793,"7,046,874",Low Vol,2014
"$60,423","EFL
e-Gulden",119,$0.004973,"12,151,161","$1,672",2014
"$56,274","42
42-coin",120,$16586.04,3.3928637,"$1,724",2014
"$54,097","FRK
Franko",121,$0.215655,"250,851",Low Vol,2014
"$54,034","CAT
Catcoin",122,$0.039054,"1,383,600",$560,2014
"$52,587","ASC
AsicCoin",123,$0.000109,"480,823,136",Low Vol,2014
"$52,172","XSV
SiliconValley...",124,$0.002947,"17,702,457",Low Vol,2014
"$51,924","ELC
Elacoin",125,$0.146457,"354,536",Low Vol,2014
"$48,871","BLTZ
Blitzcoin",126,$0.000484,"101,000,504",$502,2014
"$45,377","DTC
Datacoin",127,$0.026482,"1,713,492",Low Vol,2014
"$44,241","FLAP
FlappyCoin",128,$8.8e-07,"50,225,057,792",Low Vol,2014
"$43,487","NOTE
DNotes",129,$0.000587,"74,095,200",Low Vol,2014
"$42,541","LKY
Luckycoin",130,$0.002883,"14,753,588",Low Vol,2014
"$41,065","AIR
AIRcoin",131,$0.015292,"2,685,401",Low Vol,2014
"$39,946","CESC
CryptoEscudo",132,$0.000086,"463,843,870",Low Vol,2014
"$39,733","CTM
ContinuumCoin",133,$6.3e-07,"62,629,871,616",Low Vol,2014
"$39,645","CGA
Cryptographic...",134,$1.01,"39,336","$2,106",2014
"$39,382","WATER
CleanWaterCoin",135,$0.000082,"482,334,254",Low Vol,2014
"$38,109","888
OctoCoin",136,$0.002519,"15,130,862",Low Vol,2014
"$36,040","ARG
Argentum",137,$0.027201,"1,324,968",Low Vol,2014
"$35,816","FZ
Frozen",138,$0.005289,"6,772,513",Low Vol,2014
"$35,082","CSC
CasinoCoin",139,$0.001753,"20,015,511
*",$766,2014
"$34,715","STL
STLcoin",140,$0.015932,"2,178,948",Low Vol,2014
"$34,690","DOPE
DopeCoin",141,$0.000779,"44,545,413
*",$643,2014
"$34,321","BET
BetaCoin",142,$0.003277,"10,472,083",Low Vol,2014
"$33,371","GLC
GlobalCoin",143,$0.000798,"41,813,325",Low Vol,2014
"$32,128","MARS
Marscoin",144,$0.006196,"5,185,012",Low Vol,2014
"$32,047","LYC
Lycancoin",145,$0.000293,"109,469,887",$648,2014
"$29,781","EMO
EmotiCoin",146,$6e-07,"49,569,504,661",Low Vol,2014
"$29,643","BAT
BatCoin",147,$0.000005,"6,481,010,176",Low Vol,2014
"$27,471","PLNC
PLNcoin",148,$0.005992,"4,584,352",Low Vol,2014
"$27,015","BLC
Blakecoin",149,$0.011411,"2,367,329",Low Vol,2014
"$26,852","ZED
Zedcoin",150,$0.002582,"10,398,015",Low Vol,2014
"$26,639","BCX
BattleCoin",151,$0.002823,"9,435,004",$603,2014
"$26,467","QQC
QQCoin",152,$0.001253,"21,128,090",Low Vol,2014
"$25,926","PMC
Premine",153,$0.051956,"499,000
*",Low Vol,2014
"$25,591","GRUMP
Grumpycoin",154,$0.000001,"17,571,554,267",Low Vol,2014
"$25,053","ADN
Aiden",155,$0.008557,"2,927,741","$1,770",2014
"$24,743","TES
TeslaCoin",156,$0.000527,"46,987,774",Low Vol,2014
"$24,082","EBT
EBTCoin",157,$0.000161,"149,452,998",Low Vol,2014
"$23,432","TEA
Teacoin",158,$0.000579,"40,448,826",Low Vol,2014
"$23,144","PXC
Phoenixcoin",159,$0.001757,"13,175,352",Low Vol,2014
"$22,939","NEC
Neocoin",160,$0.004413,"5,197,533",Low Vol,2014
"$21,239","NYAN
Nyancoin",161,$0.000389,"54,652,776",Low Vol,2014
"$21,168","ARI
Aricoin",162,$0.000357,"59,274,203",Low Vol,2014
"$20,926","RPC
RonPaulCoin",163,$0.458219,"45,668",Low Vol,2014
"$20,814","LTB
LiteBar",164,$0.208567,"99,797",Low Vol,2014
"$19,263","CAGE
CageCoin",165,$3.2e-07,"60,959,568,019",Low Vol,2014
"$19,080","SBC
StableCoin",166,$0.001509,"12,640,622",Low Vol,2014
"$18,992","CORG
CorgiCoin",167,$3.4e-07,"55,425,774,039
*",Low Vol,2014
"$18,680","RBY
Rubycoin",168,$0.001247,"14,977,704
*",Low Vol,2014
"$18,134","XSI
StabilityShares",169,$0.004591,"3,950,065",Low Vol,2014
"$17,303","CASH
Cashcoin",170,$0.006211,"2,785,717",$523,2014
"$16,950","GAC
Gaelcoin",171,$0.002080,"8,149,917",Low Vol,2014
"$15,918","XJO
Joulecoin",172,$0.002412,"6,598,976",Low Vol,2014
"$15,504","GHC
Ghostcoin",173,$0.000078,"198,687,688",Low Vol,2014
"$15,353","TAK
TakCoin",174,$0.000090,"169,950,240",$842,2014
"$14,920","PIG
PiggyCoin",175,$0.000092,"162,624,777",Low Vol,2014
"$14,426","MTS
Metiscoin",176,$0.004435,"3,252,509",Low Vol,2014
"$13,955","SMC
SmartCoin",177,$0.001177,"11,856,854",Low Vol,2014
"$13,177","GLB
Globe",178,$0.009068,"1,453,076",Low Vol,2014
"$12,753","RT2
RotoCoin",179,$0.466107,"27,361",Low Vol,2014
"$11,887","PENG
Penguincoin",180,$0.000001,"10,542,325,561",Low Vol,2014
"$11,778","CRC
CraftCoin",181,$0.021930,"537,089",Low Vol,2014
"$10,784","SUN
SUNcoin",182,$0.004451,"2,422,701","$1,397",2014
"$10,650","CON
Coino",183,$0.000761,"13,990,257",Low Vol,2014
"$10,612","H2O
H2OCoin",184,$0.000080,"131,861,055",Low Vol,2014
"$9,514","BNS
BonusCoin",185,$0.000062,"154,258,851",Low Vol,2014
"$9,444","BITS
Bitstar",186,$0.001978,"4,775,052",$593,2014
"$9,154","GPUC
GPUCoin",187,$0.000005,"1,754,894,986",Low Vol,2014
"$8,955","SOC
SocialCoin",188,$0.000015,"597,946,297",Low Vol,2014
"$8,754","XPD
PetroDollar",189,$0.000385,"22,745,485",Low Vol,2014
"$8,319","PANDA
Pandacoin (PA...",190,$7.7e-07,"10,756,978,688",Low Vol,2014
"$8,039","SKC
Skeincoin",191,$0.001580,"5,086,767",Low Vol,2014
"$7,653","PLC
Polcoin",192,$0.004769,"1,604,942",Low Vol,2014
"$7,473","KSC
KashmirCoin",193,$357.04,20.930585,Low Vol,2014
"$7,351","OSC
OpenSourcecoin",194,$0.001551,"4,740,162",Low Vol,2014
"$7,298","BEN
Benjamins",195,$0.003006,"2,427,500",Low Vol,2014
"$6,495","DOUG
Dougcoin",196,$0.000005,"1,422,779,495",Low Vol,2014
"$5,831","ORO
ORObit",197,$0.005020,"1,161,434",Low Vol,2014
"$5,628","PRC
ProsperCoin",198,$0.008397,"670,228",Low Vol,2014
"$4,916","CR
Credits",199,$0.000027,"179,477,367",Low Vol,2014
"$4,263","STC
StockCoin",200,$0.003285,"1,297,897",Low Vol,2014
"$4,064","HOT
Hotcoin",201,$0.000835,"4,865,700",Low Vol,2014
"$3,997","SRG
SurgeCoin",202,$0.000497,"8,042,660",Low Vol,2014
"$3,850","CC
ColbertCoin",203,$0.168442,"22,856",Low Vol,2014
"$3,822","APH
Aphroditecoin",204,$0.000169,"22,628,830",Low Vol,2014
"$3,673","XIV
Xivra",205,$0.000005,"746,160,000",Low Vol,2014
"$3,383","ASR
Astrocoin",206,$0.192967,"17,533",Low Vol,2014
"$3,276","BONES
Bones",207,$0.001277,"2,565,690",Low Vol,2014
"$2,699","EMU
Emucoin",208,$1.1e-07,"25,523,821,340",Low Vol,2014
"$1,666","LOVE
LOVEcoin",209,$0.000308,"5,415,799",Low Vol,2014
"$1,521","ALN
Aliencoin",210,$0.000111,"13,743,646",Low Vol,2014
"$1,120","KRN
Ekrona",211,$0.000917,"1,221,010",Low Vol,2014
"$267,021","EDU
EduCoin",212,$0.000005,"58,491,479,888",Low Vol,2014
"$131,709","ZTC
ZenithCoin",213,$0.036512,"3,607,293",Low Vol,2014
"$130,722","I0C
I0Coin",214,$0.006417,"20,371,410",Low Vol,2014
"$75,573","DEL
DeleteCoin",215,$0.000151,"501,683,257",Low Vol,2014
"$46,853","BTE
Bytecoin",216,$0.019273,"2,431,011",Low Vol,2014
"$44,154","BTG
Bitgem",217,$1.71,"25,761",Low Vol,2014
"$33,842","GER
GermanyCoin",218,$0.001564,"21,641,403",Low Vol,2014
"$29,240","JKC
Junkcoin",219,$0.002852,"10,251,251",Low Vol,2014
"$16,870","VEL
VelocityCoin",220,$0.000346,"48,724,724",Low Vol,2014
"$12,303","ICN
iCoin",221,$0.001134,"10,848,881",Low Vol,2014
"$12,199","KAR
KarpelesCoin",222,$0.001151,"10,600,834",Low Vol,2014
"$10,313","NRB
Noirbits",223,$0.004592,"2,246,071",Low Vol,2014
"$7,358","ANI
Animecoin",224,$0.000006,"1,198,718,976",Low Vol,2014
"$4,205","CCN
CannaCoin",225,$0.007733,"543,768",Low Vol,2014
"$4,194","HKC
HongKetoCoin",226,$0.000012,"335,942,729",Low Vol,2014
"$2,621","FRQ
FairQuark",227,$0.000013,"204,044,098",Low Vol,2014
"$1,622","ETOK
eToken",228,$0.005706,"284,323",Low Vol,2014
"$1,508","BELA
Bela",229,$0.000483,"3,118,451",Low Vol,2014
"$1,329","GRA
Grain",230,$0.000001,"970,635,776",Low Vol,2014
$809,"DUCK
DuckDuckCoin",231,$19.73,41.0,Low Vol,2014
$542,"10-5
TenfiveCoin",232,$0.002286,"236,909",Low Vol,2014
$408,"CNO
Coin(O)",233,$0.000005,"89,308,216",Low Vol,2014
$375,"FOX
FoxCoin",234,$0.000011,"33,187,361",Low Vol,2014
$371,"PCN
ProCoin",235,$0.000005,"81,326,162",Low Vol,2014
$281,"LPC
LeproCoin",236,$0.000105,"2,680,880",Low Vol,2014
$38,"UNI
UniteCoin",237,$0.000009,"4,147,049",Low Vol,2014
