coin_marketcap,coin_name,coin_position,coin_price,coin_supply,coin_volume,year
"$258,618,042","FCT
Factom",70,$29.57,"8,745,102
*","$2,628,867",2018
"$248,864,538","SYS
Syscoin",71,$0.467382,"532,464,762","$4,165,454",2018
"$247,080,574","GAS
Gas",72,$24.39,"10,128,375
*","$6,301,657",2018
"$237,762,735","NPXS
Pundi X",73,$0.004399,"54,046,069,873
*","$5,879,600",2018
"$237,121,041","GTC
Game.com",74,$0.403780,"587,252,982
*","$260,810,985",2018
"$235,844,242","VERI
Veritaseum",75,$115.80,"2,036,645
*","$756,617",2018
"$234,818,781","MONA
MonaCoin",76,$3.98,"58,941,749","$1,893,079",2018
"$227,093,568","ETHOS
Ethos",77,$2.97,"76,396,940
*","$6,719,920",2018
"$226,573,251","STORM
Storm",78,$0.055374,"4,091,706,234
*","$215,111,624",2018
"$225,119,998","RDD
ReddCoin",79,$0.007814,"28,808,713,174

*","$13,226,319",2018
"$224,333,499","XIN
Mixin",80,$541.96,"413,932
*","$246,076",2018
"$219,884,494","ELA
Elastos",81,$43.54,"5,050,626","$23,170,389",2018
"$219,090,647","GXS
GXChain",82,$3.65,"60,000,000
*","$14,124,367",2018
"$217,332,455","KNC
Kyber Network",83,$1.62,"134,132,697
*","$11,271,889",2018
"$215,336,221","FUN
FunFair",84,$0.045589,"4,723,473,189
*","$2,516,588",2018
"$213,659,487","WAX
WAX",85,$0.344846,"619,579,038
*","$9,317,267",2018
"$213,590,126","NAS
Nebulas",86,$6.02,"35,500,000
*","$24,238,339",2018
"$204,327,623","R
Revain",87,$1.10,"186,450,000
*","$1,845,425",2018
"$200,084,038","NXT
Nxt",88,$0.200284,"998,999,942
*","$5,644,215",2018
"$198,824,725","MCO
Monaco",89,$12.59,"15,793,831
*","$50,691,902",2018
"$198,204,859","SALT
SALT",90,$3.42,"57,902,340
*","$8,993,293",2018
"$193,156,324","XZC
ZCoin",91,$42.11,"4,587,306","$3,614,621",2018
"$186,890,052","ENG
Enigma",92,$2.50,"74,836,171
*","$11,238,166",2018
"$183,791,048","POWR
Power Ledger",93,$0.502307,"365,894,076
*","$17,904,211",2018
"$177,528,429","BNT
Bancor",94,$3.85,"46,133,061
*","$13,228,360",2018
"$174,861,575","GBYTE
Byteball Bytes",95,$270.71,"645,946
*","$218,868",2018
"$174,370,717","LINK
ChainLink",96,$0.498202,"350,000,000
*","$13,393,081",2018
"$171,868,915","PAY
TenX",97,$1.58,"108,958,961
*","$5,779,059",2018
"$171,235,774","SMART
SmartCash",98,$0.189959,"901,433,814","$158,675",2018
"$166,583,820","NCASH
Nucleus Vision",99,$0.040893,"4,073,684,634
*","$28,106,759",2018
"$165,718,612","MAID
MaidSafeCoin",100,$0.366187,"452,552,412
*","$1,440,629",2018
"$164,570,438","ETN
Electroneum",101,$0.024275,"6,779,296,861","$981,978",2018
"$164,160,709","KIN
Kin",102,$0.000217,"756,097,560,976
*","$666,549",2018
"$155,891,212","LOOM
Loom Network",103,$0.295682,"527,225,751
*","$1,932,614",2018
"$154,207,844","STORJ
Storj",104,$1.14,"135,787,539
*","$27,489,469",2018
"$148,168,736","NEBL
Neblio",105,$11.38,"13,024,459
*","$13,076,840",2018
"$147,688,536","REQ
Request Network",106,$0.222771,"662,961,247
*","$4,576,073",2018
"$147,119,112","FSN
Fusion",107,$4.96,"29,684,331
*","$3,529,854",2018
"$146,129,569","SKY
Skycoin",108,$18.15,"8,049,879
*","$2,565,217",2018
"$143,309,674","ICN
Iconomi",109,$1.44,"99,735,687
*","$3,682,981",2018
"$142,588,471","EMC
Emercoin",110,$3.42,"41,647,181","$1,231,825",2018
"$141,777,085","DBC
DeepBrain Chain",111,$0.094518,"1,500,000,000
*","$9,985,680",2018
"$141,222,547","PART
Particl",112,$15.81,"8,933,728
*","$2,744,048",2018
"$137,478,109","CND
Cindicator",113,$0.095076,"1,445,976,590
 *","$3,432,330",2018
"$137,172,772","BTX
Bitcore",114,$9.58,"14,314,679","$679,129",2018
"$130,821,733","ZEN
ZenCash",115,$35.51,"3,683,970","$1,435,055",2018
"$129,197,233","TPAY
TokenPay",116,$8.45,"15,295,909
*","$2,422,218",2018
"$129,100,140","DENT
Dent",117,$0.012162,"10,614,760,961
*","$2,925,678",2018
"$128,963,468","NXS
Nexus",118,$2.27,"56,848,793","$1,543,446",2018
"$127,849,379","CVC
Civic",119,$0.373065,"342,699,966
*","$7,705,269",2018
"$125,416,310","ACT
Achain",120,$0.267755,"468,399,718
*","$33,827,275",2018
"$124,580,209","MAN
Matrix AI Net...",121,$0.830535,"150,000,000
*","$1,125,927",2018
"$122,584,943","MANA
Decentraland",122,$0.116732,"1,050,141,509
*","$10,586,164",2018
"$120,794,171","POLY
Polymath",123,$0.503310,"239,999,750
*","$4,137,673",2018
"$118,617,574","GNO
Gnosis",124,$107.39,"1,104,590

*","$736,889",2018
"$117,902,936","POE
Po.et",125,$0.052241,"2,256,920,162
*","$18,355,596",2018
"$116,807,673","SAN
Santiment Net...",126,$1.86,"62,660,371
*","$5,519,670",2018
"$115,428,960","POA
POA Network",127,$0.565379,"204,162,154
*","$9,215,696",2018
"$114,932,225","GAME
GameCredits",128,$1.79,"64,355,352","$2,166,432",2018
"$114,824,130","MED
MediBloc",129,$0.038708,"2,966,384,100
*","$4,277,270",2018
"$114,543,379","RLC
iExec RLC",130,$1.43,"80,070,793
*","$1,334,077",2018
"$113,438,178","AGI
SingularityNET",131,$0.210198,"539,673,260
*","$415,267",2018
"$112,167,886","VTC
Vertcoin",132,$2.56,"43,886,465","$1,903,213",2018
"$111,987,568","MTL
Metal",133,$4.63,"24,212,368
*","$18,034,248",2018
"$110,134,114","ABT
Arcblock",134,$1.18,"93,080,732
*","$65,471,955",2018
"$109,064,477","TNB
Time New Bank",135,$0.046181,"2,361,679,677
*","$8,949,518",2018
"$108,576,926","PAYX
Paypex",136,$1.59,"68,428,768
*","$39,550",2018
"$108,510,993","RDN
Raiden Networ...",137,$2.16,"50,168,936
*","$12,385,053",2018
"$108,373,028","QSP
Quantstamp",138,$0.175556,"617,314,171

*","$6,437,766",2018
"$108,283,517","AUTO
Cube",139,$0.017257,"6,274,940,000
*","$7,356,051",2018
"$107,751,851","UBQ
Ubiq",140,$2.66,"40,505,664","$1,379,959",2018
"$105,514,357","PPP
PayPie",141,$1.28,"82,500,000
*","$152,686",2018
"$104,762,779","NULS
Nuls",142,$2.62,"40,000,000
*","$11,843,711",2018
"$104,635,605","CTXC
Cortex",143,$1.28,"81,714,004
*","$44,150,792",2018
"$104,003,378","ANT
Aragon",144,$3.94,"26,369,502
*","$916,533",2018
"$103,071,213","ENJ
Enjin Coin",145,$0.136303,"756,192,535
*","$10,693,870",2018
"$101,889,898","BOS
BOScoin",146,$0.232971,"437,350,256
*","$615,030",2018
"$101,284,753","GRS
Groestlcoin",147,$1.45,"69,884,039","$15,961,564",2018
"$100,863,156","DTR
Dynamic Tradi...",148,$0.083909,"1,202,053,264
*","$40,060",2018
"$100,052,759","GTO
Gifto",149,$0.295621,"338,449,359
*","$5,382,983",2018
"$99,231,164","SMT
SmartMesh",150,$0.070192,"1,413,716,694
*","$11,597,470",2018
"$99,099,986","HPB
High Performa...",151,$3.34,"29,702,632
*","$5,728,124",2018
"$95,623,483","GNX
Genaro Network",152,$0.399978,"239,071,673","$5,149,151",2018
"$95,267,322","BLOCK
Blocknet",153,$18.65,"5,109,153
*","$96,772",2018
"$94,157,796","XDN
DigitalNote",154,$0.013647,"6,899,422,533","$4,708,979",2018
"$92,131,187","LCC
Litecoin Cash",155,$0.162812,"565,873,457","$227,493",2018
"$91,037,816","THETA
Theta Token",156,$0.148461,"613,211,464
*","$14,788,300",2018
"$90,477,703","NAV
NavCoin",157,$1.44,"62,737,299
*","$1,390,572",2018
"$89,150,153","CMT
CyberMiles",158,$0.140642,"633,879,774
*","$36,867,003",2018
"$88,089,561","BTCD
BitcoinDark",159,$68.35,"1,288,862","$376,865",2018
"$86,491,956","RPX
Red Pulse",160,$0.110555,"782,346,735
*","$3,406,892",2018
"$86,186,572","BLZ
Bluzelle",161,$0.522343,"165,000,000
*","$8,541,246",2018
"$85,268,570","ADX
AdEx",162,$1.16,"73,430,701
*","$98,433,631",2018
"$84,908,273","IGNIS
Ignis",163,$0.111554,"761,143,950
*","$1,843,724",2018
"$83,252,264","RUFF
Ruff",164,$0.095495,"871,800,000
*","$15,005,976",2018
"$83,162,536","GVT
Genesis Vision",165,$22.31,"3,726,781
*","$10,049,135",2018
"$83,064,234","SRN
SIRIN LABS Token",166,$0.362318,"229,258,029
*","$21,316,344",2018
"$79,418,094","VEE
BLOCKv",167,$0.051859,"1,531,433,921
*","$866,027",2018
"$78,731,578","TKY
THEKEY",168,$0.017477,"4,504,993,287
*","$1,352,055",2018
"$74,547,674","LEND
ETHLend",169,$0.068623,"1,086,339,146
*","$2,746,890",2018
"$73,949,133","SNM
SONM",170,$0.205643,"359,600,000
*","$2,521,849",2018
"$73,845,274","DDD
Scry.info",171,$0.246104,"300,056,960
*","$762,296",2018
"$73,581,980","CS
Credits",172,$0.535300,"137,459,254
*","$2,931,426",2018
"$72,996,649","CRPT
Crypterium",173,$0.929816,"78,506,577
*","$345,256",2018
"$72,618,525","AST
AirSwap",174,$0.484124,"150,000,000
*","$7,776,118",2018
"$71,823,565","OST
OST",175,$0.234880,"305,788,520

*","$4,145,617",2018
"$71,775,253","DTA
DATA",176,$0.015521,"4,624,502,186
*","$10,485,796",2018
"$71,450,540","EMC2
Einsteinium",177,$0.329537,"216,821,044","$9,744,222",2018
"$71,147,422","AMB
Ambrosus",178,$0.492060,"144,590,975
*","$8,994,681",2018
"$71,126,562","CLOAK
CloakCoin",179,$13.88,"5,123,779
*","$3,019,631",2018
"$71,035,326","PLR
Pillar",180,$0.312401,"227,384,800
*","$71,070",2018
"$70,985,215","DATA
Streamr DATAcoin",181,$0.104829,"677,154,514
*","$664,962",2018
"$70,609,372","SPHTX
SophiaTX",182,$0.368080,"191,831,768
*","$787,381",2018
"$70,301,745","MNX
MinexCoin",183,$19.32,"3,638,191","$75,893",2018
"$70,185,638","DROP
Dropil",184,$0.003796,"18,491,533,801
*","$95,767",2018
"$70,068,782","DEW
DEW",185,$0.678668,"103,244,553
*","$158,422",2018
"$69,230,555","ITC
IoT Chain",186,$1.42,"48,603,369
*","$14,259,023",2018
"$68,698,438","RCN
Ripio Credit ...",187,$0.140335,"489,533,040
*","$10,656,726",2018
"$68,382,542","BAY
BitBay",188,$0.067601,"1,011,565,375
*","$1,201,142",2018
"$66,801,061","TEL
Telcoin",189,$0.002314,"28,874,347,659
 *","$887,210",2018
"$65,421,352","C20
CRYPTO20",190,$1.65,"39,626,641
*","$1,255,875",2018
"$64,977,109","QRL
Quantum Resis...",191,$1.25,"52,000,000
*","$426,322",2018
"$64,327,464","INK
Ink",192,$0.138664,"463,910,527
*","$3,798,023",2018
"$63,230,682","BIX
Bibox Token",193,$0.605992,"104,342,466
*","$3,965,996",2018
"$61,819,473","EDO
Eidoo",194,$2.11,"29,261,461
*","$9,103,785",2018
"$60,509,123","SLS
SaluS",195,$59.89,"1,010,412
*","$1,512,406",2018
"$59,664,740","PPC
Peercoin",196,$2.41,"24,726,597","$889,135",2018
"$59,390,013","ION
ION",197,$2.86,"20,762,344
*","$1,218,245",2018
"$57,449,831","GRE
Greencoin",198,$0.014414,"3,985,695,280
*","$1,705",2018
"$56,334,214","EDG
Edgeless",199,$0.686615,"82,046,297
*","$1,200,315",2018
"$56,137,320","SNGLS
SingularDTV",200,$0.093562,"600,000,000

*","$8,913,667",2018
"$55,810,109","UTK
UTRUST",201,$0.194484,"286,965,375
*","$2,657,596",2018
"$55,526,523","SPANK
SpankChain",202,$0.185062,"300,043,386
*","$100,082",2018
"$55,330,892","EVN
Envion",203,$0.514743,"107,492,220
*","$102,578",2018
"$54,594,012","WPR
WePower",204,$0.134023,"407,349,038
*","$7,179,684",2018
"$54,323,420","INT
Internet Node...",205,$0.362156,"150,000,000
*","$24,144,757",2018
"$54,290,278","PURA
Pura",206,$0.312891,"173,511,685","$2,680,958",2018
"$53,717,366","VIA
Viacoin",207,$2.33,"23,019,996","$4,494,275",2018
"$53,454,626","PRL
Oyster",208,$0.685606,"77,966,926
*","$800,928",2018
"$53,067,713","APPC
AppCoins",209,$0.530389,"100,054,312
*","$3,832,240",2018
"$52,564,800","XCP
Counterparty",210,$20.09,"2,616,517
*","$370,619",2018
"$52,316,736","WABI
WaBi",211,$1.16,"45,248,033
*","$1,277,200",2018
"$51,726,894","VIBE
VIBE",212,$0.258746,"199,913,907
*","$1,433,431",2018
"$51,336,524","WINGS
Wings",213,$0.572260,"89,708,333
*","$3,003,909",2018
"$50,918,008","ECA
Electra",214,$0.002080,"24,482,562,004","$926,568",2018
"$50,765,101","XAS
Asch",215,$0.543784,"93,355,331","$1,958,042",2018
"$49,996,452","BRD
Bread",216,$0.672100,"74,388,400
*","$812,993",2018
"$49,926,613","MDS
MediShares",217,$0.098523,"506,750,987
*","$9,094,820",2018
"$49,874,329","DNT
district0x",218,$0.083124,"600,000,000
*","$2,581,106",2018
"$49,508,503","FTC
Feathercoin",219,$0.249490,"198,439,076","$278,398",2018
"$49,005,816","MOD
Modum",220,$2.68,"18,266,200
*","$2,562,164",2018
"$48,718,342","TAAS
TaaS",221,$5.98,"8,146,001
*","$260,341",2018
"$48,373,367","IHT
IHT Real Esta...",222,$0.136861,"353,449,723
*","$8,116,800",2018
"$48,209,073","NLG
Gulden",223,$0.121721,"396,062,400","$250,986",2018
"$47,541,783","LBC
LBRY Credits",224,$0.294149,"161,624,680","$330,377",2018
"$47,459,564","TRIG
Triggers",225,$1.48,"32,105,578
*","$11,687,094",2018
"$47,372,614","TNT
Tierion",226,$0.110559,"428,481,269
*","$4,544,938",2018
"$47,197,860","BURST
Burst",227,$0.024458,"1,929,760,027","$444,913",2018
"$47,006,430","INS
INS Ecosystem",228,$1.55,"30,300,918
*","$6,891,600",2018
"$46,161,651","BCO
BridgeCoin",229,$1.71,"27,000,000","$16,973",2018
"$45,755,688","TRAC
OriginTrail",230,$0.179781,"254,507,606
*","$282,221",2018
"$45,721,027","FUEL
Etherparty",231,$0.094140,"485,669,793
*","$7,661,813",2018
"$45,591,378","BTO
Bottos",232,$0.128275,"355,419,546
*","$1,694,555",2018
"$44,941,434","OCN
Odyssey",233,$0.022471,"2,000,000,000
*","$67,873,003",2018
"$44,570,318","XP
Experience Po...",234,$0.000198,"225,025,051,037","$213,494",2018
"$44,253,193","ETP
Metaverse ETP",235,$1.15,"38,337,430","$6,217,429",2018
"$43,546,053","TOMO
TomoChain",236,$0.791746,"55,000,000
*","$459,778",2018
"$42,592,801","QLC
QLINK",237,$0.177470,"240,000,000
*","$8,450,309",2018
"$41,812,902","UTNP
Universa",238,$0.023787,"1,757,773,857
*","$89,315",2018
"$41,457,163","SOAR
Soarcoin",239,$0.038341,"1,081,269,353
*","$11,316",2018
"$41,291,509","DCT
DECENT",240,$0.804807,"51,306,089
*","$1,518,002",2018
"$41,097,207","DPY
Delphy",241,$1.06,"38,750,005
*","$2,181,936",2018
"$40,956,924","JNT
Jibrel Network",242,$0.273046,"150,000,000
*","$631,979",2018
"$40,674,806","MLN
Melon",243,$67.86,"599,400
*","$340,744",2018
"$40,511,787","COSS
COSS",244,$0.340978,"118,810,622
*","$237,469",2018
"$40,410,261","TNC
Trinity Netwo...",245,$0.121231,"333,333,333
*","$1,038,693",2018
"$40,291,478","DAT
Datum",246,$0.045745,"880,791,506
*","$2,950,888",2018
"$39,711,594","BCPT
BlockMason Cr...",247,$0.555896,"71,437,130
*","$6,617,402",2018
"$39,084,234","XDCE
XinFin Network",248,$0.012972,"3,012,970,803
*","$1,088,946",2018
"$39,042,102","MGO
MobileGo",249,$0.398271,"98,028,877
*","$1,873,787",2018
"$38,729,646","PRE
Presearch",250,$0.249869,"155,000,000
*","$117,500",2018
"$38,441,141","KICK
KickCoin",251,$0.084719,"453,749,317
*","$637,429",2018
"$38,101,857","SBD
Steem Dollars",252,$3.17,"12,030,293
*","$9,270,892",2018
"$38,055,254","RFR
Refereum",253,$0.016167,"2,353,907,720
*","$3,635,920",2018
"$37,976,099","RKT
Rock",254,$0.137120,"276,954,798
*","$57,968",2018
"$37,471,454","XSH
SHIELD",255,$0.077785,"481,730,692","$216,052",2018
"$37,181,332","REN
Republic Prot...",256,$0.080422,"462,325,943
*","$1,310,801",2018
"$36,907,827","UKG
Unikoin Gold",257,$0.261716,"141,022,371
*","$2,938,843",2018
"$36,428,404","MOBI
Mobius",258,$0.096715,"376,657,502
*","$1,378,905",2018
"$35,939,414","CDT
Blox",259,$0.054700,"657,023,039
*","$2,033,288",2018
"$35,909,476","NGC
NAGA",260,$0.622646,"57,672,338
*","$754,443",2018
"$35,130,094","CSC
CasinoCoin",261,$0.000977,"35,973,085,511
*","$29,503",2018
"$34,413,030","BITCNY
bitCNY",262,$0.163753,"210,152,000
*","$28,396,895",2018
"$34,403,935","LGO
Legolas Exchange",263,$0.287573,"119,635,679
*","$244,067",2018
"$34,263,443","PRO
Propy",264,$1.96,"17,459,665
*","$21,613,187",2018
"$33,845,053","ECC
ECC",265,$0.001354,"25,000,000,000
*","$69,241",2018
"$33,842,053","WGR
Wagerr",266,$0.184929,"183,000,000
*","$27,715",2018
"$33,795,761","GUP
Matchpool",267,$0.450610,"75,000,000
*","$9,238,091",2018
"$32,972,161","1ST
FirstBlood",268,$0.385376,"85,558,371
*","$2,203,120",2018
"$32,901,730","XBY
XTRABYTES",269,$0.076516,"430,000,000
*","$77,731",2018
"$32,767,423","AEON
Aeon",270,$2.08,"15,745,846","$129,001",2018
"$32,729,232","ADT
adToken",271,$0.054549,"600,000,000
*","$1,923,233",2018
"$32,675,506","UP
UpToken",272,$0.230171,"141,961,953
*","$2,033,828",2018
"$32,657,907","QUN
QunQun",273,$0.040587,"804,642,828
*","$5,409,674",2018
"$32,497,966","RVN
Ravencoin",274,$0.036234,"896,894,749","$569,017",2018
"$32,138,098","VIB
Viberate",275,$0.191238,"168,053,133
*","$4,257,794",2018
"$31,980,214","KRM
Karma",276,$0.017938,"1,782,809,241
*","$163,989",2018
"$31,948,248","COB
Cobinhood",277,$0.088228,"362,111,840
*",$685,2018
"$31,911,334","ELEC
Electrify.Asia",278,$0.099947,"319,282,727
*","$1,628,556",2018
"$31,799,682","UGC
ugChain",279,$0.055902,"568,842,039
*","$707,045",2018
"$31,499,610","ORME
Ormeus Coin",280,$1.85,"17,029,321
*","$3,900,881",2018
"$31,469,785","ZPT
Zeepin",281,$0.107103,"293,827,778
*","$1,908,584",2018
"$31,465,662","CFI
Cofound.it",282,$0.096817,"325,000,000
*","$779,172",2018
"$31,399,798","LET
LinkEye",283,$0.052333,"600,000,000
*","$6,662,081",2018
"$31,267,256","YOYOW
YOYOW",284,$0.119640,"261,343,445
*","$3,261,262",2018
"$31,113,021","HST
Decision Token",285,$0.971493,"32,025,998
*","$127,150",2018
"$30,979,842","AMP
Synereo",286,$0.307558,"100,728,564
*","$1,066,681",2018
"$30,809,980","CPC
CPChain",287,$0.135867,"226,765,852
*","$3,150,497",2018
"$30,787,921","DMT
DMarket",288,$0.613109,"50,216,064
*","$286,264",2018
"$30,635,214","TKN
TokenCard",289,$1.28,"23,920,371
*","$203,182",2018
"$30,357,390","CRW
Crown",290,$1.68,"18,085,979","$73,178",2018
"$30,119,581","EVX
Everex",291,$1.83,"16,500,000
*","$29,673,787",2018
"$29,933,241","SHIFT
Shift",292,$2.50,"11,951,385
*","$185,231",2018
"$29,931,745","FOTA
Fortuna",293,$0.074758,"400,382,227
*","$1,558,909",2018
"$29,884,140","XEL
Elastic",294,$0.327026,"91,381,496
*","$288,341",2018
"$29,825,964","LUN
Lunyr",295,$12.98,"2,297,853
*","$7,227,714",2018
"$29,780,267","POT
PotCoin",296,$0.135503,"219,776,285","$258,019",2018
"$29,679,552","SHIP
ShipChain",297,$0.184614,"160,765,861
*","$175,218",2018
"$29,351,891","MER
Mercury",298,$0.293519,"100,000,000
*","$4,410,617",2018
"$29,302,185","HMQ
Humaniq",299,$0.179919,"162,862,944
*","$469,199",2018
"$28,309,741","ONION
DeepOnion",300,$2.23,"12,686,190","$121,560",2018
"$28,127,240","EKT
EDUCare",301,$0.080364,"350,000,000
*","$6,271,407",2018
"$28,095,897","ZSC
Zeusshield",302,$0.024364,"1,153,170,765
*","$390,198",2018
"$27,986,080","BKX
Bankex",303,$0.403779,"69,310,370
*","$1,831,493",2018
"$27,873,748","UNO
Unobtanium",304,$140.40,"198,530","$7,266",2018
"$27,839,176","SXDT
Spectre.ai Di...",305,$0.339198,"82,073,519
*","$24,860",2018
"$27,768,104","PEPECASH
Pepe Cash",306,$0.039562,"701,884,009
*","$175,071",2018
"$27,581,461","SAFEX
Safe Exchange...",307,$0.017873,"1,543,157,590
*","$11,002",2018
"$27,233,306","LYM
Lympo",308,$0.044526,"611,623,074
*","$847,614",2018
"$27,102,625","NMC
Namecoin",309,$1.84,"14,736,400","$476,916",2018
"$26,883,196","QBT
Qbao",310,$0.411364,"65,351,403
*","$104,822",2018
"$26,833,574","DAI
Dai",311,$0.996426,"26,929,828
*","$84,268,116",2018
"$26,556,486","ZCL
ZClassic",312,$7.00,"3,793,325","$1,072,562",2018
"$26,475,631","TSL
Energo",313,$0.045489,"582,029,029
*","$839,483",2018
"$26,358,603","HAV
Havven",314,$0.435903,"60,468,900
*","$561,301",2018
"$26,197,810","STK
STK",315,$0.076639,"341,834,575
*","$3,203,178",2018
