coin_marketcap,coin_name,coin_position,coin_price,coin_supply,coin_volume,year
"$2,429,629","SCOT
Scotcoin",34,$0.002430,"1,000,000,000
*","$5,696",2016
"$2,323,527","RBT
Rimbit",35,$0.020368,"114,075,242
*",Low Vol,2016
"$2,316,058","DCR
Decred",36,$1.58,"1,465,225","$9,734",2016
"$2,279,993","BLK
BlackCoin",37,$0.030239,"75,399,980
*","$9,827",2016
"$2,263,124","GAME
GameCredits",38,$0.041479,"54,560,986","$15,487",2016
"$2,203,584","DGB
DigiByte",39,$0.000348,"6,340,609,916","$19,290",2016
"$2,162,219","NSR
NuShares",40,$0.002635,"820,431,924
*",$602,2016
"$2,092,828","CREVA
CrevaCoin",41,$0.093863,"22,296,614","$12,561",2016
"$1,994,310","MONA
MonaCoin",42,$0.062115,"32,106,575","$2,040",2016
"$1,796,487","SAFEX
Safe Exchange...",43,$0.000837,"2,147,483,647
*","$1,042",2016
"$1,770,766","FRC
Freicoin",44,$0.038526,"45,962,594",$699,2016
"$1,754,320","SLR
SolarCoin",45,$0.051154,"34,294,994
*","$1,576",2016
"$1,596,526","MUSE
MUSE",46,$0.001171,"1,363,056,236
*",Low Vol,2016
"$1,451,591","USDT
Tether",47,$1.00,"1,451,591
*","$509,079",2016
"$1,427,022","MINT
Mintcoin",48,$0.000062,"22,925,818,167
*",Low Vol,2016
"$1,426,430","PLS
PLAY",49,$0.000733,"1,947,339,195
*","$3,672",2016
"$1,401,956","CLAM
Clams",50,$0.828067,"1,693,047
*","$10,927",2016
"$1,368,357","START
Startcoin",51,$0.034421,"39,753,659","$4,190",2016
"$1,280,592","VRC
VeriCoin",52,$0.046508,"27,534,962","$6,973",2016
"$1,271,882","EAC
EarthCoin",53,$0.000136,"9,346,468,332","$35,664",2016
"$1,269,815","SC
Siacoin",54,$0.000097,"13,081,536,563","$10,156",2016
"$1,253,850","BTCD
BitcoinDark",55,$0.993287,"1,262,324","$1,572",2016
"$1,226,064","VTC
Vertcoin",56,$0.053130,"23,076,650","$46,275",2016
"$1,200,431","XPM
Primecoin",57,$0.084285,"14,242,545","$2,068",2016
"$1,176,378","XSI
StabilityShares",58,$0.127150,"9,251,928","$29,214",2016
"$1,131,652","XVC
Vcash",59,$0.079585,"14,219,482","$4,616",2016
"$1,128,777","OMNI
Omni",60,$2.04,"552,188
*","$4,212",2016
"$1,081,451","QRK
Quark",61,$0.004326,"250,011,631","$1,074",2016
"$1,073,039","UNITY
SuperNET",62,$1.31,"816,061
*",$618,2016
"$1,061,191","RADS
Radium",63,$0.389202,"2,726,578
*","$9,851",2016
"$1,042,994","NVC
Novacoin",64,$0.767353,"1,359,210","$5,361",2016
"$1,002,062","RDD
ReddCoin",65,$0.000036,"28,076,783,196
*","$5,249",2016
"$968,584","IOC
I/O Coin",66,$0.059611,"16,248,497
*","$3,740",2016
"$835,620","IFC
Infinitecoin",67,$0.000009,"90,596,274,910","$11,145",2016
"$821,396","SDC
ShadowCash",68,$0.125820,"6,528,358
*",Low Vol,2016
"$793,018","EXP
Expanse",69,$0.383816,"2,066,139","$29,992",2016
"$763,406","GEMZ
GetGems",70,$0.008662,"88,135,217
*",$516,2016
"$753,081","WDC
WorldCoin",71,$0.007397,"101,809,357","$2,181",2016
"$750,284","USNBT
NuBits",72,$0.991019,"757,084
*","$4,647",2016
"$736,542","NEU
NeuCoin",73,$0.002713,"271,490,454
*",$804,2016
"$722,043","FAIR
FairCoin",74,$0.013765,"52,456,581
*",Low Vol,2016
"$720,448","QORA
Qora",75,$0.000072,"10,000,000,000
*","$4,568",2016
"$682,695","FC2
FuelCoin",76,$0.006813,"100,206,032",Low Vol,2016
"$681,327","NOTE
DNotes",77,$0.006144,"110,895,736",$585,2016
"$674,631","XVG
Verge",78,$0.000062,"10,968,613,368","$2,512",2016
"$664,400","XDN
DigitalNote",79,$0.000097,"6,858,873,345","$4,840",2016
"$664,256","NLG
Gulden",80,$0.002198,"302,243,597",Low Vol,2016
"$650,506","CURE
Curecoin",81,$0.024611,"26,431,310",$816,2016
"$646,161","MEC
Megacoin",82,$0.020002,"32,304,236",Low Vol,2016
"$640,594","ZET
Zetacoin",83,$0.003905,"164,025,461","$4,059",2016
"$601,769","SWARM
Swarm",84,$0.006021,"99,945,431
*",Low Vol,2016
"$595,464","BOST
BoostCoin",85,$0.050379,"11,819,661","$1,191",2016
"$586,299","OBITS
OBITS",86,$0.103279,"5,676,859
*",$513,2016
"$544,715","BILS
BilShares",87,$0.000545,"1,000,000,000
*",$520,2016
"$537,726","SIB
SIBCoin",88,$0.054651,"9,839,298","$2,097",2016
"$533,925","DGC
Digitalcoin",89,$0.016465,"32,428,403",$604,2016
"$529,541","ZCC
ZcCoin",90,$0.008588,"61,657,044","$2,281",2016
"$528,985","XCR
Crypti",91,$0.005290,"100,000,000
*",Low Vol,2016
"$513,227","DMD
Diamond",92,$0.322630,"1,590,760","$1,365",2016
"$507,045","GCR
Global Curren...",93,$0.005032,"100,765,955
*",$543,2016
"$490,061","CLOAK
CloakCoin",94,$0.103348,"4,741,845
*",$858,2016
"$486,126","UNO
Unobtanium",95,$2.47,"196,969","$1,076",2016
"$479,168","UNC
UnionCoin",96,$0.057121,"8,388,608","$1,514",2016
"$477,535","YOC
Yocoin",97,$0.027446,"17,398,780",Low Vol,2016
"$459,559","BAY
BitBay",98,$0.000458,"1,004,203,584
*",$995,2016
"$430,020","MOON
Mooncoin",99,$0.000002,"212,410,372,336",Low Vol,2016
"$426,074","APC
Applecoin",100,$0.019118,"22,286,048
*",$858,2016
"$386,619","ANC
Anoncoin",101,$0.183593,"2,105,845",Low Vol,2016
"$380,882","HMP
HempCoin",102,$0.000307,"1,240,200,470","$1,014",2016
"$353,277","NEOS
NeosCoin",103,$0.041536,"8,505,375","$24,604",2016
"$339,100","VTA
Virtacoin",104,$0.000029,"11,720,025,675","$1,082",2016
"$334,506","JINN
Jinn",105,$5.70,"58,703
*",Low Vol,2016
"$334,014","DIEM
Diem",106,$0.000015,"21,739,971,929","$1,322",2016
"$330,715","SWIFT
Bitswift",107,$0.081706,"4,047,630
*","$1,065",2016
"$324,505","COVAL
Circuits of V...",108,$0.000811,"400,000,000
*",$543,2016
"$303,307","ZEIT
Zeitcoin",109,$0.000009,"34,141,537,985",$527,2016
"$300,505","RIC
Riecoin",110,$0.013256,"22,669,359",Low Vol,2016
"$298,710","NAV
NavCoin",111,$0.005012,"59,599,414
*",Low Vol,2016
"$296,682","BURST
Burst",112,$0.000211,"1,408,163,314","$1,092",2016
"$291,213","WBB
Wild Beast Block",113,$0.192280,"1,514,530",$813,2016
"$287,946","BLOCK
Blocknet",114,$0.073634,"3,910,516
*",$898,2016
"$284,138","I0C
I0Coin",115,$0.013579,"20,924,911",Low Vol,2016
"$278,523","TIX
Tickets",116,$0.000004,"66,876,281,414",Low Vol,2016
"$276,824","IXC
Ixcoin",117,$0.013183,"20,999,088
*",Low Vol,2016
"$265,384","XCN
Cryptonite",118,$0.001292,"205,328,613","$1,823",2016
"$263,626","MAX
MaxCoin",119,$0.006359,"41,459,435","$1,091",2016
"$261,494","SRC
SecureCoin",120,$0.046347,"5,642,129",Low Vol,2016
"$261,242","TAG
TagCoin",121,$0.060017,"4,352,804",$861,2016
"$254,286","CBX
Bullion",122,$0.262463,"968,845",$664,2016
"$245,822","CPC
Capricoin",123,$0.504061,"487,683
*","$23,357",2016
"$238,834","FLO
FlorinCoin",124,$0.001950,"122,491,053",Low Vol,2016
"$234,309","PTS
BitShares PTS",125,$0.000234,"999,999,386
*",Low Vol,2016
"$232,441","VOOT
VootCoin",126,$0.003355,"69,280,656",Low Vol,2016
"$223,322","VIA
Viacoin",127,$0.010784,"20,709,095","$4,133",2016
"$198,950","POT
PotCoin",128,$0.000935,"212,834,804",Low Vol,2016
"$195,509","DVC
Devcoin",129,$0.000018,"10,768,460,050",$715,2016
"$191,831","XC
XCurrency",130,$0.033813,"5,673,350
*",Low Vol,2016
"$189,874","XTC
TileCoin",131,$0.001899,"100,000,000
*",$587,2016
"$188,546","UBQ
Ubiq",132,$0.053036,"3,555,051",$575,2016
"$184,364","NXS
Nexus",133,$0.005069,"36,369,657",$810,2016
"$183,591","FLVR
FlavorCoin",134,$0.003644,"50,387,899
*",Low Vol,2016
"$179,553","NRS
NoirShares",135,$0.072474,"2,477,481",Low Vol,2016
"$173,849","TRUMP
TrumpCoin",136,$0.026738,"6,501,942","$13,002",2016
"$172,737","LQD
LIQUID",137,$0.505502,"341,714
*",$526,2016
"$169,935","CRB
Creditbit",138,$0.013995,"12,142,259
*",Low Vol,2016
"$167,938","GBT
GameBet Coin",139,$0.008377,"20,047,177
*","$4,642",2016
"$167,796","BTSR
BTSR",140,$0.092069,"1,822,499
*",Low Vol,2016
"$167,761","SILK
Silkcoin",141,$0.003834,"43,755,188",Low Vol,2016
"$166,954","CANN
CannabisCoin",142,$0.002162,"77,226,059",Low Vol,2016
"$163,903","EFL
e-Gulden",143,$0.011433,"14,335,758",Low Vol,2016
"$163,401","OK
OKCash",144,$0.002554,"63,977,479
*",Low Vol,2016
"$162,018","XMY
Myriad",145,$0.000124,"1,302,405,160",Low Vol,2016
"$161,676","MOJO
MojoCoin",146,$0.001616,"100,041,243
*",$826,2016
"$160,221","NAUT
NautilusCoin",147,$0.023632,"6,779,874
*","$1,103",2016
"$158,100","SPR
SpreadCoin",148,$0.031334,"5,045,652",Low Vol,2016
"$156,465","NET
NetCoin",149,$0.000253,"617,377,660",Low Vol,2016
"$156,285","ERC
EuropeCoin",150,$0.001644,"95,079,670",Low Vol,2016
"$152,750","TRUST
TrustPlus",151,$0.004761,"32,086,595
*",Low Vol,2016
"$150,125","DEM
Deutsche eMark",152,$0.007783,"19,289,688",Low Vol,2016
"$145,980","GLD
GoldCoin",153,$0.003909,"37,345,078",Low Vol,2016
"$140,709","ABY
ArtByte",154,$0.000214,"657,127,144",Low Vol,2016
"$138,479","AEON
Aeon",155,$0.012452,"11,121,293",Low Vol,2016
"$138,285","BBR
Boolberry",156,$0.019802,"6,983,309",Low Vol,2016
"$136,788","XPB
Pebblecoin",157,$0.006349,"21,543,728",Low Vol,2016
"$134,132","BYC
Bytecent",158,$0.132908,"1,009,211","$9,442",2016
"$132,247","XCH
ClearingHouse",159,$0.001274,"103,807,697
*",Low Vol,2016
"$124,260","MZC
MAZA",160,$0.000144,"865,886,100",$938,2016
"$122,474","HYP
HyperStake",161,$0.000317,"385,796,097
*",Low Vol,2016
"$121,793","INDEX
CoinoIndex",162,$359.92,"338
*",$504,2016
"$121,358","RBIES
Rubies",163,$0.024058,"5,044,425
*",$811,2016
"$119,632","HYPER
Hyper",164,$0.020144,"5,938,972",Low Vol,2016
"$117,935","CNMT
Coinomat",165,$0.039312,"3,000,000
*",Low Vol,2016
"$117,639","BLITZ
Blitzcash",166,$0.029662,"3,965,944
*","$1,985",2016
"$117,632","XST
Stealthcoin",167,$0.004997,"23,540,219",Low Vol,2016
"$116,499","ADC
AudioCoin",168,$0.000153,"763,537,991",Low Vol,2016
"$115,150","STS
Stress",169,$0.000204,"565,134,332",$722,2016
"$114,156","SMLY
SmileyCoin",170,$0.000005,"25,285,225,417",Low Vol,2016
"$112,042","TEK
TEKcoin",171,$0.000743,"150,839,233",Low Vol,2016
"$109,077","UTC
UltraCoin",172,$0.003382,"32,255,290",Low Vol,2016
"$108,202","BITUSD
bitUSD",173,$1.00,"108,055
*",$633,2016
"$107,824","NOBL
NobleCoin",174,$0.000048,"2,264,931,896",Low Vol,2016
"$106,234","BITCNY
bitCNY",175,$0.155520,"683,091
*",$965,2016
"$105,626","HZ
Horizon",176,$0.000106,"997,285,886
*",Low Vol,2016
"$105,534","HTML5
HTML5COIN",177,$0.000003,"40,659,020,000",Low Vol,2016
"$103,709","CV2
Colossuscoin V2",178,$0.000005,"20,719,969,899
*",Low Vol,2016
"$101,063","ENRG
Energycoin",179,$0.000843,"119,842,737",Low Vol,2016
"$97,195","ADZ
Adzcoin",180,$0.050437,"1,927,031","$2,286",2016
"$95,447","XWC
WhiteCoin",181,$0.000311,"306,584,146
*",Low Vol,2016
"$94,330","XPY
PayCoin",182,$0.008230,"11,461,634",Low Vol,2016
"$93,735","NXTTY
Nxttycoin",183,$0.000094,"1,000,000,000
*",$796,2016
"$91,130","GEO
GeoCoin",184,$0.037119,"2,455,079",Low Vol,2016
"$90,840","MRC
microCoin",185,$0.000005,"18,388,124,350
*",Low Vol,2016
"$88,223","MARYJ
MaryJane",186,$0.001700,"51,885,538
*",Low Vol,2016
"$87,250","ECC
ECC",187,$0.000004,"19,647,470,310
*",Low Vol,2016
"$83,713","SLS
SaluS",188,$0.083657,"1,000,665
*",Low Vol,2016
"$81,750","SHIFT
Shift",189,$0.011974,"6,827,094
*","$1,367",2016
"$81,200","FUND
Cryptofund",190,$0.081200,"1,000,000
*",$529,2016
"$80,530","TX
TransferCoin",191,$0.014881,"5,411,761
*",$833,2016
"$80,044","ORB
Orbitcoin",192,$0.031586,"2,534,183",Low Vol,2016
"$78,980","GAM
Gambit",193,$0.043072,"1,833,675
*",Low Vol,2016
"$77,964","MMC
Memorycoin",194,$0.007740,"10,073,034",Low Vol,2016
"$76,710","PINK
PinkCoin",195,$0.000210,"364,715,115",Low Vol,2016
"$76,675","LTBC
LTBcoin",196,$0.000170,"450,243,250
*",Low Vol,2016
"$74,610","FLT
FlutterCoin",197,$0.000253,"295,421,806",Low Vol,2016
"$72,771","BQC
BBQCoin",198,$0.001439,"50,564,558",Low Vol,2016
"$70,829","J
Joincoin",199,$0.027822,"2,545,818",Low Vol,2016
"$70,573","SXC
Sexcoin",200,$0.000625,"112,934,404",Low Vol,2016
"$67,547","BITS
Bitstar",201,$0.003589,"18,820,916",Low Vol,2016
"$67,082","DES
Destiny",202,$0.041926,"1,600,000","$1,483",2016
"$66,909","KR
Krypton",203,$0.024361,"2,746,555
 *",Low Vol,2016
"$65,312","HUC
HunterCoin",204,$0.005466,"11,949,286",Low Vol,2016
"$64,121","HODL
HOdlcoin",205,$0.026274,"2,440,458",Low Vol,2016
"$63,187","FLDC
FoldingCoin",206,$0.000194,"326,500,000
*",Low Vol,2016
"$61,665","YAC
Yacoin",207,$0.000667,"92,393,066",Low Vol,2016
"$60,602","BUCKS
SwagBucks",208,$0.659421,"91,902",$583,2016
"$59,858","EXE
Execoin",209,$0.003348,"17,881,067",Low Vol,2016
"$59,709","SPRTS
Sprouts",210,$0.000042,"1,437,871,707
*",Low Vol,2016
"$59,496","BITB
Bean Cash",211,$0.000045,"1,313,221,972
*",Low Vol,2016
"$59,294","LOG
Woodcoin",212,$0.007379,"8,035,193",$500,2016
"$58,195","EMC2
Einsteinium",213,$0.000295,"197,081,454",Low Vol,2016
"$58,146","HBN
HoboNickels",214,$0.002592,"22,433,767",Low Vol,2016
"$57,458","NODE
Node",215,$0.000057,"1,000,000,000
*",Low Vol,2016
"$57,311","PIVX
PIVX",216,$0.002036,"28,153,496
*","$2,443",2016
"$55,371","INFX
Influxcoin",217,$0.033089,"1,673,383",Low Vol,2016
"$55,271","C2
Coin2.1",218,$0.000553,"99,976,323
*",Low Vol,2016
"$54,426","RED
RedCoin",219,$0.000735,"74,039,279",Low Vol,2016
"$54,308","TES
TeslaCoin",220,$0.000803,"67,608,396",Low Vol,2016
"$54,101","BITZ
Bitz",221,$0.027223,"1,987,288",Low Vol,2016
"$52,603","QBK
Qibuck",222,$0.100631,"522,732
*",Low Vol,2016
"$52,258","BTM
Bitmark",223,$0.046634,"1,120,600",Low Vol,2016
"$52,148","PIGGY
Piggycoin",224,$0.000109,"479,113,674",Low Vol,2016
"$51,644","XMG
Magi",225,$0.011701,"4,413,483",Low Vol,2016
"$50,323","BSD
BitSend",226,$0.004916,"10,236,650",Low Vol,2016
"$50,291","CIRC
CryptoCircuits",227,$0.018510,"2,716,962
*",Low Vol,2016
"$49,816","1337
Elite",228,$0.000039,"1,272,168,620
*","$1,209",2016
"$49,407","STEPS
Steps",229,$0.002984,"16,557,352
*",Low Vol,2016
"$49,189","BCR
Bitcredits",230,$0.001731,"28,421,603",Low Vol,2016
"$48,911","CCN
CannaCoin",231,$0.010464,"4,674,142","$1,277",2016
"$47,823","BTA
Bata",232,$0.010833,"4,414,571",Low Vol,2016
"$46,706","UFO
Uniform Fisca...",233,$0.000020,"2,314,151,262",Low Vol,2016
"$45,586","Privatebet
Privatebet",234,$0.113965,"400,000
*",Low Vol,2016
"$45,324","BIGUP
BigUp",235,$0.000011,"4,087,984,155",Low Vol,2016
"$45,200","DBIC
DubaiCoin",236,$0.007944,"5,689,686",$758,2016
"$43,838","ARCH
ARCHcoin",237,$0.002656,"16,507,730
*",Low Vol,2016
"$42,556","PKB
ParkByte",238,$0.009023,"4,716,457
*",Low Vol,2016
"$41,658","SOIL
SOILcoin",239,$0.012320,"3,381,312",$581,2016
"$41,154","MEME
Memetic / Pep...",240,$0.003448,"11,935,006",Low Vol,2016
"$40,513","TRK
Truckcoin",241,$0.000667,"60,729,149
*",Low Vol,2016
"$40,509","SYNC
Sync",242,$34.42,"1,177
*",Low Vol,2016
"$40,053","CESC
CryptoEscudo",243,$0.000278,"144,105,100",Low Vol,2016
"$39,581","SLG
Sterlingcoin",244,$0.010198,"3,881,156",Low Vol,2016
"$38,874","PRT
Particle",245,$0.000054,"714,506,932",Low Vol,2016
"$38,706","FIBRE
Fibre",246,$0.060584,"638,885
*",Low Vol,2016
"$38,457","DTC
Datacoin",247,$0.002747,"13,998,538",Low Vol,2016
"$34,719","URO
Uro",248,$0.030224,"1,148,710",Low Vol,2016
"$34,017","PAK
Pakcoin",249,$0.001390,"24,465,468",Low Vol,2016
"$33,087","BIOS
BiosCrypto",250,$0.001643,"20,139,479
*","$10,072",2016
"$32,121","DOPE
DopeCoin",251,$0.000228,"141,157,233
*",Low Vol,2016
"$30,520","SPHR
Sphere",252,$0.009900,"3,082,940
*",Low Vol,2016
"$30,139","MARS
Marscoin",253,$0.001598,"18,863,731",Low Vol,2016
"$29,974","METAL
MetalCoin",254,$0.000390,"76,925,527
*",Low Vol,2016
"$29,640","TIT
Titcoin",255,$0.000663,"44,708,893",Low Vol,2016
"$29,600","QTL
Quatloo",256,$0.005848,"5,062,002",Low Vol,2016
"$29,560","COXST
CoExistCoin",257,$0.001187,"24,898,119
*",Low Vol,2016
"$29,114","XBC
Bitcoin Plus",258,$0.344818,"84,432
*",Low Vol,2016
"$28,917","ORLY
Orlycoin",259,$0.001257,"23,010,220","$8,987",2016
"$28,347","EGC
EverGreenCoin",260,$0.003372,"8,407,336",Low Vol,2016
"$26,744","GAP
Gapcoin",261,$0.003686,"7,254,980",Low Vol,2016
"$26,112","TRI
Triangles",262,$0.393574,"66,346",Low Vol,2016
"$25,472","BITBTC
bitBTC",263,$457.47,"55.68015
*",$784,2016
"$25,092","CDN
Canada eCoin",264,$0.000269,"93,210,701",Low Vol,2016
"$24,921","PTC
Pesetacoin",265,$0.000216,"115,164,649",Low Vol,2016
"$24,839","THC
HempCoin",266,$0.000127,"195,567,112",Low Vol,2016
"$24,749","NOXT
NobleNXT",267,$0.044881,"551,428
*",Low Vol,2016
"$24,098","BERN
BERNcash",268,$0.001191,"20,237,847",$518,2016
"$23,776","XQN
Quotient",269,$0.001188,"20,015,532
*",$970,2016
"$23,604","LDOGE
LiteDoge",270,$0.000002,"13,505,763,389
*",Low Vol,2016
"$22,901","OC
OrangeCoin",271,$0.000376,"60,855,445
*",Low Vol,2016
"$22,824","NKA
IncaKoin",272,$0.000006,"3,719,843,536",Low Vol,2016
"$22,794","FRN
Francs",273,$0.019374,"1,176,522",Low Vol,2016
"$22,644","BLC
Blakecoin",274,$0.002220,"10,200,271",Low Vol,2016
"$22,447","MCN
MonetaVerde",275,$0.001217,"18,446,258",Low Vol,2016
"$22,104","VIRAL
Viral",276,$0.004112,"5,375,117
*",Low Vol,2016
"$21,786","EXCL
ExclusiveCoin",277,$0.001701,"12,806,827","$1,200",2016
"$21,570","ZRC
ZiftrCOIN",278,$0.001689,"12,773,630",Low Vol,2016
"$20,206","020
020LondonCoin",279,$1.3e-07,"149,761,929,762",Low Vol,2016
"$19,928","TTC
TittieCoin",280,$0.000016,"1,256,770,319",Low Vol,2016
"$19,888","STV
Sativacoin",281,$0.002815,"7,065,012",Low Vol,2016
"$18,802","CAP
Bottlecaps",282,$0.000353,"53,261,570",Low Vol,2016
"$18,793","MUE
MonetaryUnit",283,$0.000213,"88,399,372",Low Vol,2016
"$18,473","RHC
RhinoCoin",284,$0.114781,"160,944","$35,202",2016
"$18,359","NTRN
Neutron",285,$0.001455,"12,617,684
*",Low Vol,2016
"$18,056","UNIT
Universal Cur...",286,$0.001491,"12,112,560",Low Vol,2016
"$17,297","BELA
Bela",287,$0.000753,"22,965,650",Low Vol,2016
"$16,768","WARP
WARP",288,$0.015311,"1,095,224
*",Low Vol,2016
"$16,341","ADCN
Asiadigicoin",289,$0.094895,"172,200",Low Vol,2016
"$16,306","MNTA
Moneta",290,$0.000976,"16,712,688

*","$2,480",2016
"$16,156","VIP
VIP Tokens",291,$0.000194,"83,450,403
*",Low Vol,2016
"$16,058","GP
GoldPieces",292,$0.013161,"1,220,161
*",Low Vol,2016
"$14,304","CAGE
CageCoin",293,$1.4e-07,"101,168,328,395",Low Vol,2016
"$13,372","FST
Fastcoin",294,$0.000105,"126,764,507",Low Vol,2016
"$13,370","PXC
Phoenixcoin",295,$0.000267,"50,014,553",Low Vol,2016
"$12,839","AMS
AmsterdamCoin",296,$0.001337,"9,603,707",Low Vol,2016
"$12,638","DRZ
Droidz",297,$0.001573,"8,032,920
*",Low Vol,2016
"$11,359","BITSILVER
bitSilver",298,$17.81,"638
*",Low Vol,2016
"$11,242","ROOT
RootCoin",299,$0.005797,"1,939,267",Low Vol,2016
"$10,717","VIOR
Viorcoin",300,$0.002163,"4,955,679
*",Low Vol,2016
"$10,618","BITGOLD
bitGold",301,$1205.66,"8.80649

*",Low Vol,2016
"$10,056","PRIME
PrimeChain",302,$0.002804,"3,585,867",Low Vol,2016
"$9,848","FJC
FujiCoin",303,$0.000018,"543,034,285",Low Vol,2016
"$9,848","AM
AeroMe",304,$0.000813,"12,109,618
*","$1,391",2016
"$9,689","8BIT
8Bit",305,$0.014736,"657,480
*",Low Vol,2016
"$9,521","CAB
Cabbage",306,$0.000907,"10,499,999
*",Low Vol,2016
"$8,901","CASH
Cashcoin",307,$0.000408,"21,819,065",Low Vol,2016
"$8,704","KNC
KhanCoin",308,$0.123238,"70,631
*","$6,205",2016
"$8,304","PURA
Pura",309,$0.000050,"166,090,474",Low Vol,2016
"$7,739","ANTI
AntiBitcoin",310,$0.000444,"17,437,745",Low Vol,2016
"$7,718","TAGR
TAGRcoin",311,$0.000200,"38,669,634
*",Low Vol,2016
"$7,676","U
UCoin",312,$0.002854,"2,689,812
*","$1,068",2016
"$7,560","MND
MindCoin",313,$0.000698,"10,836,807",Low Vol,2016
"$7,306","HAM
HamRadioCoin",314,$0.001502,"4,862,933",Low Vol,2016
"$7,081","QSLV
Quicksilver",315,$0.002030,"3,487,894
*",Low Vol,2016
"$6,634","CYP
Cypher",316,$0.001042,"6,365,285
*",Low Vol,2016
"$6,537","CGA
Cryptographic...",317,$0.030937,"211,282",Low Vol,2016
"$6,466","CRW
Crown",318,$0.000759,"8,517,261",Low Vol,2016
"$6,444","SONG
SongCoin",319,$0.000271,"23,796,318",Low Vol,2016
"$6,289","XDQ
Dirac",320,$0.013918,"451,885",Low Vol,2016
"$6,277","CUBE
DigiCube",321,$0.001950,"3,218,876
*","$2,817",2016
"$6,087","SOON
SoonCoin",322,$0.000488,"12,462,620
*",$520,2016
"$5,752","FLOZ
Floz",323,$0.001331,"4,322,629
*","$3,146",2016
"$5,670","PEX
PosEx",324,$0.003633,"1,560,568",Low Vol,2016
"$5,619","ZAIF
ZAIF",325,$0.085619,"65,633
*",Low Vol,2016
"$5,530","PXI
Prime-XI",326,$0.001222,"4,524,561",Low Vol,2016
"$5,303","PULSE
Pulse",327,$0.000373,"14,210,051",Low Vol,2016
"$5,042","MANNA
Manna",328,$0.000134,"37,583,893
*",Low Vol,2016
"$4,724","ROS
RosCoin",329,$0.000062,"75,787,226
*",Low Vol,2016
"$4,710","GHC
GamerholicCoin",330,$0.006036,"780,330",Low Vol,2016
"$4,316","SWING
Swing",331,$0.004443,"971,429",Low Vol,2016
"$4,287","PLANET
PlanetCoin",332,$0.001451,"2,954,824
*",Low Vol,2016
"$4,124","LTCR
Litecred",333,$0.000136,"30,227,750",Low Vol,2016
"$3,981","REV
Revenu",334,$0.003330,"1,195,525",Low Vol,2016
"$3,328","UNF
Unfed",335,$0.000265,"12,555,400",Low Vol,2016
"$2,624","GUN
Guncoin",336,$0.000039,"66,699,828",Low Vol,2016
"$2,623","ISL
IslaCoin",337,$0.001733,"1,513,704
*",Low Vol,2016
